work_key,subject
OL20068530W,"Fiction, romance, contemporary, suspense"
OL20068530W,New York Times bestseller
OL20068530W,Family secrets in fiction
OL20068530W,"Man-woman relationships, fiction"
OL20068530W,Secrecy in fiction
OL20068530W,Fiction
OL20068530W,Romance
OL20068530W,collectionid:nyt2020s
OL20068530W,Man-woman relationships
OL3759285W,"Fiction, Romance, Contemporary"
OL3458001W,"Fiction, Romance, Contemporary"
OL3458001W,"Fiction, romance, suspense"
OL3458001W,"Sisters, fiction"
OL27818823W,Romance
OL27818823W,suspense
OL27818823W,mystery
OL27818823W,thriller
OL27818823W,dark romance
OL27818823W,forbidden love
OL27818823W,enemies to lovers
OL27818823W,bad boy
OL27818823W,strong heroine
OL27818823W,college
OL27818823W,academia
OL27818823W,family drama
OL27818823W,secrets
OL27818823W,lies
OL27818823W,betrayal
OL27818823W,revenge
OL27818823W,American literature
OL27818823W,"Fiction, romance, general"
OL27818823W,"Fiction, general"
OL27818823W,Serie:Twisted
OL27818823W,Fake Dating
OL27818823W,Contemporary Romance
OL27818823W,Contemporary
OL27818823W,Forced Proximity
OL27818823W,Smut
OL27818823W,Billionaire Romance
OL27818823W,Adult
OL27818823W,Fiction
OL3775397W,"Fiction, Romance, Contemporary"
OL3775397W,"Fiction, romance, general"
OL11327660W,"Fiction, Romance, Contemporary"
OL11327660W,"Fiction, romance, general"
OL11327987W,"Fiction, Romance, Contemporary"
OL1708087W,Fiction
OL1708087W,romance
OL1708087W,contemporary
OL1708087W,"Fiction, romance, contemporary"
OL1708087W,Romance fiction
OL4342701W,Romance fiction
OL3467487W,"Fiction, romance, general"
OL3467487W,Fiction
OL3467487W,Passion
OL3467487W,Romance
OL3467487W,Large type books
OL3467487W,"Fiction, Romance, Contemporary"
OL3467487W,"Married people, fiction"
OL3467487W,"Fiction, romance, contemporary"
OL21833211W,"Fiction, romance, erotic"
OL21833211W,"Fiction, romance, general"
OL4215998W,"Fiction, Romance, Contemporary"
OL4215998W,"Fiction, romance, general"
OL5091273W,Fiction
OL5091273W,Paranormal Romance
OL5091273W,Fantasy
OL5091273W,Vampires
OL5091273W,Black Dagger Brotherhood series
OL5091273W,"Fiction, romance, paranormal, general"
OL5091273W,"Vampires, fiction"
OL5091273W,"Fiction, romance, paranormal"
OL5091273W,"Fiction, romance, fantasy"
OL5091273W,"Fiction, romance, suspense"
OL486967W,Castles
OL486967W,Fiction
OL486967W,Princesses
OL486967W,Good and evil
OL486967W,Princes
OL486967W,"Fiction, action & adventure"
OL486967W,"Fiction, fantasy, general"
OL486967W,"Fiction, romance, fantasy"
OL486967W,Romance fiction
OL486967W,Fantasy
OL486967W,Juvenile fiction
OL486967W,Fantasy fiction
OL486967W,Pirates
OL3457830W,"Fiction, Romance, Contemporary"
OL3775449W,"Fiction, Romance, Contemporary"
OL3775449W,"Fiction, romance, general"
OL3775478W,"Fiction, Romance, Contemporary"
OL3775478W,"Adultery,  fiction"
OL3775478W,"Revenge, fiction"
OL3775478W,"Fiction, romance, general"
OL3775478W,"Fiction, romance, contemporary"
OL6794523W,"Fiction, Romance, Contemporary"
OL3771321W,"Fiction, Romance, Contemporary"
OL11277304W,"Fiction, Romance, Contemporary"
OL3475982W,"Fiction, romance, general"
OL3475982W,"Fiction, general"
OL3475982W,Fiction
OL3475982W,romance
OL3759349W,"Fiction, Romance, Contemporary"
OL11327979W,"Fiction, Romance, Contemporary"
OL3759116W,"Fiction, Romance, Contemporary"
OL8315359W,"Fiction, Romance, Contemporary"
OL3457933W,"Fiction, Romance, Contemporary"
OL11327957W,Contemporary romance
OL11327957W,"Fiction, romance, general"
OL9367818W,Fiction
OL9367818W,romance
OL5236259W,"Fiction, Romance, Contemporary"
OL11327666W,"Fiction, Romance, Contemporary"
OL20650912W,American literature
OL20650912W,"Fiction, fantasy, urban"
OL20650912W,"Fiction, romance, paranormal"
OL20650912W,"Fiction, fantasy, epic"
OL20650912W,"Fiction, romance, fantasy"
OL20650912W,collectionID:EanesChallenge
OL20650912W,"Fiction, romance, paranormal, general"
OL20650912W,[series:SJM_Crescent:City]
OL20650912W,fiction
OL20650912W,angels
OL20650912W,demonology
OL20650912W,Fairies
OL20650912W,fantasy fiction
OL20650912W,murder
OL77775W,Juvenile fiction
OL77775W,Friendship
OL77775W,Self-actualization (Psychology)
OL77775W,Choice
OL77775W,History
OL77775W,Single women
OL77775W,Fiction
OL77775W,Romance fiction
OL77775W,"Fiction, historical, general"
OL77775W,"Fiction, general"
OL77775W,"Fiction, romance, general"
OL77775W,American literature
OL77775W,Fear
OL21775531W,Dystopian
OL21775531W,science fiction
OL21775531W,young adult
OL21775531W,romance
OL21775531W,dystopian romance
OL21775531W,science fiction romance
OL21775531W,forbidden love
OL21775531W,power dynamics
OL21775531W,abuse
OL21775531W,trauma
OL21775531W,healing
OL21775531W,redemption
OL3759318W,"Fiction, Romance, Contemporary"
OL27838518W,"Fiction, romance, general"
OL11327953W,"Fiction, Romance, Contemporary"
OL20018811W,Long-distance relationships
OL20018811W,Novelists
OL20018811W,Fiction
OL20018811W,"Fiction, romance, contemporary"
OL20018811W,New York Times Bestseller
OL20018811W,"Fiction, romance, new adult"
OL11277315W,"Fiction, Romance, Contemporary"
OL8315354W,"Fiction, Romance, Contemporary"
OL8315362W,"Fiction, Romance, Contemporary"
OL11328452W,"Fiction, Romance, Contemporary"
OL4955616W,Fiction in English
OL4955616W,Romance fiction
OL4955616W,Romance-language fiction
OL4955616W,Secretaries
OL4955616W,Fiction
OL11277298W,"Fiction, Romance, Contemporary"
OL3467485W,"Fiction, Romance, Contemporary"
OL3294436W,"Fiction, Romance, Contemporary"
OL3845148W,"Fiction, Romance, Contemporary"
OL20004814W,College students
OL20004814W,Man-woman relationships
OL20004814W,Fiction
OL20004814W,"Fiction, romance, contemporary"
OL20004814W,"Fiction, women"
OL20004814W,FICTION / Romance / Contemporary
OL20004814W,FICTION / Contemporary Women
OL4233148W,"Fiction, Romance, Contemporary"
OL16014245W,Love
OL16014245W,Ability
OL16014245W,Dictatorship
OL16014245W,Fiction
OL16014245W,Science fiction
OL16014245W,Soldiers
OL16014245W,Juvenile fiction
OL16014245W,Love stories
OL16014245W,Children's fiction
OL16014245W,"Love, fiction"
OL16014245W,"Soldiers, fiction"
OL16014245W,"Totalitarianism, fiction"
OL16014245W,Romance fiction
OL16014245W,Dictators
OL16014245W,Aptitude
OL16014245W,"Romans, nouvelles, etc. pour la jeunesse"
OL16014245W,Dictature
OL2959270W,"Fiction, Romance, Contemporary"
OL7990767W,"Fiction, Romance, Contemporary"
OL7990767W,"Intercountry marriage, fiction"
OL7990767W,"Husband and wife, fiction"
OL7990767W,"Pregnant women, fiction"
OL7990767W,"Fiction, romance, general"
OL11277334W,"Fiction, Romance, Contemporary"
OL11327897W,"Fiction, Romance,Contemporary"
OL8030401W,"Fiction, Romance, Contemporary"
OL8315310W,"Fiction, Romance, Contemporary"
OL3770492W,"Fiction, Romance, Contemporary"
OL17850410W,Fairies--Fiction.
OL17850410W,Sisters--Fiction.
OL17850410W,Orphans--Fiction.
OL17850410W,Princes--Fiction.
OL17850410W,Courts and courtiers--Fiction.
OL17850410W,Fantasy
OL17850410W,Princes
OL17850410W,Courts and courtiers
OL17850410W,Orphans
OL17850410W,Fairies
OL17850410W,Fiction
OL17850410W,Sisters
OL17850410W,Juvenile fiction
OL17850410W,"Sisters, fiction"
OL17850410W,"Fairies, fiction"
OL17850410W,"Orphans, fiction"
OL17850410W,"Princes, fiction"
OL17850410W,"Courts and courtiers, fiction"
OL17850410W,Fantasy fiction
OL17850410W,Children's fiction
OL17850410W,nyt:young-adult-hardcover=2018-01-21
OL17850410W,New York Times bestseller
OL17850410W,"Fiction, romance, paranormal, general"
OL17850410W,Young Adult Fiction
OL17850410W,Romance
OL17850410W,"Fiction, fantasy, general"
OL17850410W,"Fiction, general"
OL17850410W,"Young adult fiction, fantasy, dark fantasy"
OL17850410W,"Young adult fiction, royalty"
OL17850410W,"Young adult fiction, social themes, bullying"
OL17850410W,"Young adult fiction, fantasy, romance"
OL4233186W,"Fiction, Romance, Contemporary"
OL4233186W,"Affairs, fiction ""Mistresses"
OL4233186W,"fiction"""
OL3467489W,"Fiction, Romance, Contemporary"
OL3467489W,"Fiction, general"
OL4233175W,"Fiction, Romance, Contemporary"
OL20893778W,Dark Romance
OL20893778W,Dark
OL20893778W,Enemies To Lovers
OL20893778W,New Adult
OL20893778W,Contemporary
OL20893778W,Contemporary Romance
OL20893778W,Fiction
OL20893778W,Romance
OL3498612W,Romance
OL3498612W,Passion
OL3498612W,Fiction
OL3498612W,"Fiction, romance, general"
OL11327973W,"Fiction, Romance, Contemporary"
OL2959374W,"Fiction, Romance, Contemporary"
OL16481385W,Fiction
OL16481385W,romance
OL11327962W,"Fiction, Romance, Contemporary"
OL4342716W,"Fiction, Romance, Contemporary"
OL3845179W,"Fiction, Romance, Contemporary"
OL3845179W,"Secretaries, fiction"
OL3845179W,Secretaries
OL3845179W,Fiction
OL17719508W,Man-woman relationships
OL17719508W,Contemporary Women
OL17719508W,Contemporary
OL17719508W,FICTION
OL17719508W,Romance
OL17719508W,"Fiction, romance, contemporary"
OL17719508W,"Fiction, women"
OL17719508W,FICTION / Romance / Contemporary
OL17719508W,FICTION / Contemporary Women
OL17719508W,nyt:combined-print-and-e-book-fiction=2019-04-28
OL17719508W,New York Times bestseller
OL17719508W,College students
OL17719508W,Fiction
OL17719508W,nyt:trade-fiction-paperback=2019-04-21
OL15411754W,"Fiction, Romance, Contemporary"
OL15411754W,"Revenge, fiction"
OL3476075W,Fiction
OL3476075W,romance
OL3845173W,"Fiction, Romance, Contemporary"
OL3845173W,"Fiction, romance, general"
OL3476079W,"Fiction, Romance, Contemporary"
OL3845101W,"Fiction, Romance, Contemporary"
OL3771180W,"Fiction, Romance, Contemporary"
OL8315355W,"Fiction, Romance, Contemporary"
OL8315355W,"Fiction, general"
OL5236211W,"Fiction, Romance, Contemporary"
OL5236211W,Fiction in English
OL5236211W,"Ranchers, fiction"
OL5236211W,"Love stories, fiction"
OL5236211W,Ranchers
OL5236211W,Fiction
OL5236211W,Romance fiction
OL4233121W,"Fiction, Romance, Contemporary"
OL11327982W,"Fiction, Romance, Contemporary"
OL11327982W,"Love Stories, fiction"
OL3845160W,"Fiction, Romance, Contemporary"
OL2705619W,"Fiction, Romance, Contemporary"
OL2705619W,"Fiction, romance, general"
OL3770466W,"Fiction, Romance, Contemporary"
OL5236199W,"Fiction, Romance, Contemporary"
OL8315358W,"Fiction, general"
OL8315358W,"Fiction, romance, contemporary, general"
OL4225414W,"Fiction, Romance, Contemporary"
OL21435W,Frontier and pioneer life in fiction
OL21435W,Prostitutes in fiction
OL21435W,Frontier and pioneer life
OL21435W,Prostitutes
OL21435W,Fiction
OL21435W,Women pioneers
OL21435W,frontier life
OL21435W,love stories
OL21435W,Romance fiction
OL21435W,Christian fiction
OL21435W,historical fiction
OL21435W,Ficción
OL21435W,Prostitutas
OL21435W,Vida fronteriza
OL21435W,"Fiction, christian, historical"
OL21435W,"California, fiction"
OL21435W,"Frontier and pioneer life, fiction"
OL21435W,"San francisco (calif.), fiction"
OL21435W,"Fiction, religious"
OL21435W,"Fiction, romance, historical"
OL21435W,"Fiction, christian, romance"
OL21435W,"Fiction, historical"
OL21435W,Large type books
OL21435W,"Fiction, christian, romance, general"
OL21435W,"Bible, criticism, interpretation, etc."
OL3775489W,"Fiction, Romance, Contemporary"
OL11327153W,Fiction
OL11327153W,Romance
OL11327153W,Contemporary
OL11327153W,"Fiction, general"
OL3759041W,"Fiction, Romance, Contemporary"
OL19705711W,Family secrets
OL19705711W,Friendship
OL19705711W,Fiction
OL19705711W,"Fiction, romance, contemporary"
OL19705711W,"Friendship, fiction"
OL19705711W,FICTION / General
OL19705711W,FICTION / Romance / General
OL19705711W,FICTION / Family Life
OL19705711W,New York Times bestseller
OL19705711W,"Fiction, romance, general"
OL3771293W,"Fiction, Romance, Contemporary"
OL3771293W,"Fiction, Romance, Contempirary"
OL11277293W,"Fiction, Romance, Contemporary"
OL3771221W,"Fiction, Romance, Contemporary"
OL11762243W,"Fiction, Romance, Contemporary"
OL3845131W,"Fiction, Romance, Contemporary"
OL3845174W,"Fiction, Romance, Contemporary"
OL3498845W,"Fiction, Romance, Contemporary"
OL4273174W,"Fiction, Romance, Contemporary"
OL11327991W,"Fiction, Romance, Contemporary"
OL11327991W,"Fiction, general"
OL3775504W,"Fiction, Romance, Contemporary"
OL3775504W,"Fiction, romance, general"
OL3775504W,Large type books
OL4181997W,"Fiction, Romance, Contemporary"
OL4181997W,"Remarriage, fiction"
OL5236243W,"Fiction, Romance, Contemporary"
OL8315261W,"Fiction, romance, general"
OL8315261W,"Fiction, Romance, Contemporary"
OL8315261W,English Fiction
OL11277333W,"Fiction, Romance, Contemporary"
OL11277333W,"Amnesia, fiction"
OL11277333W,"Divorce, fiction"
OL11327950W,"Fiction, Romance, Contemporary"
OL8315270W,"Fiction, Romance, Contemporary"
OL8315270W,"Separated people,  fiction"
OL20561781W,"Fiction, Romance, Contemporary"
OL3845125W,"Fiction, Romance, Contemporary"
OL3981187W,"Fiction, Romance, Contemporary"
OL3981187W,"Fiction, general"
OL152332W,collectionID:bodice_ripper
OL152332W,England
OL152332W,Fiction
OL152332W,Man-woman relationships
OL152332W,Social life and customs
OL152332W,Large type books
OL152332W,"England, fiction"
OL152332W,"Fiction, romance, historical, general"
OL152332W,"Fiction, romance, general"
OL152332W,Historical Romance
OL152332W,"Fiction, romance, contemporary"
OL3771243W,"Fiction, Romance, Contemporary"
OL11277309W,"Fiction, Romance, Contemporary"
OL8315268W,"Fiction, Romance, Contemporary"
OL8315268W,"Fiction, general"
OL17809871W,"Fiction, Romance, Contemporary"
OL11327946W,"Fiction, Romance, Contemporary"
OL3457756W,"Fiction, Romance, Contemporary"
OL15171703W,"Fiction, Romance, Contemporary, Modern"
OL15171703W,"Fiction, romance, erotica"
OL15171703W,"Man-woman relationships, fiction"
OL15171703W,"Marriage, fiction"
OL15171703W,"Russians, fiction"
OL15171703W,"Twins, fiction"
OL15171703W,"Sisters, fiction"
OL15171703W,"Billionaires, fiction"
OL15171703W,"Fiction, romance, general"
OL24178205W,American literature
OL24178205W,New York Times bestseller
OL24178205W,Romantic fiction
OL24178205W,rom-com
OL24178205W,romance
OL24178205W,College Life
OL24178205W,Women authors
OL24178205W,women in STEM
OL24178205W,Contemporary Romance
OL24178205W,Contemporary
OL24178205W,Fiction
OL24178205W,Adult
OL24178205W,New Adult
OL24178205W,Young adults
OL3759068W,"Fiction, Romance, Contemporary"
OL3754835W,Fiction in English
OL3754835W,romance
OL3754835W,Large type books
OL3754835W,Romance
OL3754835W,fiction
OL11327965W,"Fiction, Romance, Contemporary"
OL11327965W,"Marriage, fiction"
OL3457959W,"Fiction, Romance, Contemporary"
OL3759348W,"Fiction, Romance, Contemporary"
OL3759348W,"Fiction, suspense"
OL3759348W,"Fiction, thrillers, suspense"
OL3770467W,"Fiction, Romance, Contemporary"
OL3735574W,"Fiction, Romance, Contemporary"
OL3735574W,"Fiction, suspense"
OL3735574W,"Fiction, thrillers, suspense"
OL28181491W,Romance
OL28181491W,Dark
OL28181491W,College
OL28181491W,New Adult
OL28181491W,Contemporary
OL28181491W,Contemporary Romance
OL28181491W,Adult
OL28181491W,Erotica
OL28181491W,Fiction
OL28181491W,Audiobook
OL28181491W,"Fiction, romance, general"
OL19747970W,Fiction
OL19747970W,Married people
OL19747970W,Marriage
OL19747970W,Secrecy
OL19747970W,"Fiction, romance, contemporary"
OL19747970W,"Fiction, family life, general"
OL19747970W,"Fiction, psychological"
OL19747970W,"Married people, fiction"
OL19747970W,"Marriage, fiction"
OL19747970W,"Man-woman relationships, fiction"
OL19747970W,"Fiction, family life"
OL19747970W,nyt:trade-fiction-paperback=2022-05-08
OL19747970W,New York Times bestseller
OL19747970W,Dramma
OL19747970W,Romance
OL3771297W,"Fiction, Romance, Contemporary"
OL4273160W,"Fiction, Romance, Contemporary"
OL4273160W,Passion
OL4273160W,"fiction"""
OL11327968W,"Fiction, romance, general"
OL3498543W,Fiction
OL3498543W,romance
OL2959243W,"Fiction, Romance, Contemporary"
OL3759338W,"Fiction, Romance, Contemporary"
OL3759338W,"Fiction, romance, general"
OL3845170W,"Fiction, Romance, Contemporary"
OL3845170W,Married people
OL3845170W,"fiction"""
OL26955716W,"Fiction, romance, general"
OL26955716W,Contemporary romance
OL26955716W,Second chance romance
OL26955716W,Estranged friends to lovers
OL26955716W,Small town
OL26955716W,Family drama
OL26955716W,Second chance at love
OL26955716W,Forgiveness
OL26955716W,Self-discovery
OL26955716W,Healing
OL26955716W,Redemption
OL26955716W,New York Times bestseller
OL26955716W,"Fiction, romance, contemporary"
OL26955716W,"Fiction, small town & rural"
OL26955716W,"Fiction, romance, romantic comedy"
OL3845168W,"Fiction, Romance, Contemporary"
OL3845178W,"Fiction, Romance, Contemporary"
OL3759185W,"Fiction, Romance, Contemporary"
OL6918872W,"Fiction, Romance, Contemporary"
OL3754725W,"Fiction, Romance, Contemporary"
OL3457845W,"Fiction, Romance, Contemporary"
OL3457845W,Fiction in English
OL17444354W,"Fiction, romance, general"
OL17444354W,"Fiction, Romance, Contemporary, Life change events"
OL17444354W,Männliche Jugend
OL17444354W,Liebesbeziehung
OL17444354W,Identitätsfindung
OL17444354W,Life change events
OL17444354W,Fiction
OL17444354W,"Fiction, romance, contemporary"
OL277730W,Children's fiction
OL277730W,Fantasy fiction
OL277730W,"Vampires, fiction"
OL277730W,Teenage romance
OL277730W,Interpersonal attraction
OL277730W,Teenage girls
OL277730W,Brothers
OL277730W,Secrets
OL277730W,Sibling rivalry
OL277730W,Betrayal
OL277730W,Revenge
OL277730W,Fiction
OL277730W,Triangles (Interpersonal relations)
OL277730W,Infatuation
OL277730W,Horror tales
OL277730W,Juvenile literature
OL277730W,Juvenile fiction
OL277730W,Vampires
OL277730W,Love & Romance
OL277730W,Paranormal fiction
OL277730W,Supernatural
OL277730W,Adolescence
OL277730W,"Fiction, romance, suspense"
OL277730W,"Brothers, fiction"
OL277730W,"Man-woman relationships, fiction"
OL277730W,Horror stories
OL277730W,"Fiction, horror"
OL277730W,"Fiction, romance, fantasy"
OL277730W,Vampire
OL277730W,Tagebuch
OL8315347W,"Fiction, Romance, Contemporary"
OL8315347W,"Single mothers, fiction"
OL3775507W,"Fiction, Romance, Contemporary"
OL3775507W,"Fiction, christian, romance"
OL3775507W,"Man-woman relationships, fiction"
OL3775471W,"Fiction, Romance, Contemporary"
OL3775418W,"Fiction, Romance, Contemporary"
OL3775418W,"Domestic abuse, fiction"
OL3775418W,"Adultery, fiction"
OL3775418W,"Rape, fiction"
OL3775418W,"Death, fiction"
OL3775418W,"Fiction, romance, contemporary"
OL20032935W,Publishers and publishing
OL20032935W,Man-woman relationships
OL20032935W,Competition (Psychology)
OL20032935W,Fiction
OL20032935W,"Fiction, romance, contemporary"
OL20032935W,"Man-woman relationships, fiction"
OL20032935W,Contemporary Women
OL20032935W,Humorous
OL20032935W,Romance
OL20032935W,Contemporary
OL20032935W,Love stories
OL20032935W,Romance fiction
OL20032935W,Man-woman relationship
OL20032935W,Work environment
OL20032935W,Interpersonal relations
OL20032935W,"Work relationships, enemies to lovers, he falls first, romance, contemporary"
OL11327893W,"Fiction, Romance,Contemporary"
OL11327893W,"Marriage, fiction"
OL8032345W,Fiction
OL8032345W,Romance
OL8032345W,Contemporary
OL8032345W,"Fiction, general"
OL3770490W,"Fiction, Romance, Contemporary"
OL3770490W,"Fiction, general"
OL3759069W,"Fiction, romance, general"
OL3467599W,"Fiction, romance, contemporary"
OL3759468W,"Fiction, Romance, Contemporary"
OL4233169W,"Fiction, Romance, Contemporary"
OL4233169W,"Adultery, fiction"
OL4233169W,"Love stories, fiction"
OL3770471W,"Fiction, Romance, Contemporary"
OL11762227W,Fiction
OL11762227W,romance
OL11762227W,contemporary
OL11762227W,infidelity
OL19964677W,"Fiction, Romance, Contemporary, Life change events"
OL19964677W,Death
OL19964677W,Families
OL19964677W,Poetry slams
OL19964677W,Fathers
OL19964677W,Life change events
OL19964677W,Fiction
OL19964677W,"Fiction, romance, general"
OL19964677W,"Fiction, general"
OL19964677W,"Crime, fiction"
OL19964677W,"Fiction, family life"
OL19964677W,Teenagers
OL19964677W,"Fiction, romance, contemporary"
OL3773896W,"Fiction, Romance, Contemporary"
OL3773896W,"Pregnancy, fiction"
OL3773896W,"Greeks, fiction"
OL3773896W,"Greek billionaires, fiction"
OL11277302W,"Fiction, Romance, Contemporary"
OL5236260W,"Fiction, Romance, Contemporary"
OL5236260W,Australian fiction
OL11277296W,Fiction
OL11277296W,Contemporary Romance
OL11277296W,Yesterday series
OL11277296W,Harlequin Romance
OL3773966W,"Fiction, Romance, Contemporary"
OL3773966W,"Fiction, romance, erotica"
OL3773966W,"Greeks, fiction"
OL3773966W,"Marriage, fiction"
OL3773973W,"Fiction, Romance, Contemporary"
OL3773973W,"Businessmen, fiction"
OL3773973W,"Betrothal, fiction"
OL3773973W,"Deception, fiction"
OL3773973W,"Stepsisters, fiction"
OL3775475W,"Fiction, Romance, Contemporary"
OL3775475W,"Professional tennis, fiction"
OL3775475W,"Jealousy, fiction"
OL3775475W,"Fiction, romance, general"
OL4084680W,"Fiction, Romance, Contemporary"
OL4084680W,"Fiction, romance, general"
OL3773994W,Romance
OL3773994W,Fiction
OL3773994W,Harlequin
OL3773994W,Marriage
OL3773994W,Mistresses
OL3773994W,The Husband Hunters Series
OL3773994W,Greeks
OL3773994W,"Fiction, romance, general"
OL3773994W,Large type books
OL3773994W,"Marriage, fiction"
OL3773994W,English Romance fiction
OL10530605W,Fiction
OL10530605W,Romance
OL10530605W,Contemporary
OL10530605W,Fiction in English
OL10530605W,"Fiction, romance, general"
OL3759277W,"Fiction, Romance, Contemporary"
OL3759277W,"Businesswomen, fiction"
OL2959250W,"Fiction, Romance, Contemporary"
OL2959250W,"Twins, fiction"
OL2959250W,"Geneva (Switzerland), fiction"
OL21802553W,Children's fiction
OL21802553W,"Love, fiction"
OL21802553W,"Soldiers, fiction"
OL21802553W,Science fiction
OL21802553W,"Young adult fiction, dystopian"
OL21802553W,"Young adult fiction, romance, paranormal"
OL21802553W,"Young adult fiction, action & adventure, general"
OL21802553W,"Young adult fiction, science fiction, romance"
OL21802553W,"Young adult fiction, science fiction, general"
OL3476087W,"Fiction, Romance, Contemporary"
OL3476087W,New Zealand Romance fiction
OL3476087W,"Fiction, general"
OL3476087W,Romance fiction
OL3773934W,"Fiction, Romance, Contemporary, Modern"
OL3773934W,"Passion, fiction"
OL3773934W,"Mistresses, fiction"
OL3773934W,"Revenge, fiction"
OL3773934W,"Man-woman relationships, fiction"
OL3773934W,"Italy, fiction"
OL3773934W,"Mate selection, fiction"
OL3773934W,"Italians, fiction"
OL3773934W,"Bachelors, fiction"
OL3773934W,"Fiction, romance, general"
OL5236219W,"Fiction, Romance, Contemporary"
OL3759472W,Fiction
OL3759472W,Romance
OL3759472W,Contemporary
OL3759472W,blackmail
OL3759472W,"Fiction, general"
OL3775425W,"Fiction, Romance, Contemporary"
OL3775425W,"Identical twins, fiction"
OL3775425W,"Divorce, fiction"
OL3775425W,"Broken families, fiction"
OL3775425W,"Jealousy, fiction"
OL3775425W,"Brain injury, fiction"
OL3775425W,"Death, fiction"
OL3775425W,"Fiction, romance, erotica"
OL8869211W,"Fiction, Romance, Contemporary"
OL8869211W,"Fiction, romance, general"
OL4440535W,"Fiction, Romance, Contemporary"
OL25434351W,Series:Game-Changers
OL25434351W,LGTBI
