work_key,ebook_access,has_fulltext,has_public_scan
OL11327982W,borrowable,True,False
OL2705619W,borrowable,True,False
OL3770466W,borrowable,True,False
OL5236199W,borrowable,True,False
OL4225414W,borrowable,True,False
OL8315358W,borrowable,True,False
OL21435W,printdisabled,True,False
OL3775489W,printdisabled,True,False
OL16707517W,printdisabled,True,False
OL3457723W,borrowable,True,False
OL3498880W,borrowable,True,False
OL4092663W,public,True,True
OL3457898W,printdisabled,True,False
OL29215706W,no_ebook,False,False
OL3395282W,printdisabled,True,False
OL3498721W,borrowable,True,False
OL213270W,borrowable,True,False
OL3773967W,printdisabled,True,False
OL3498599W,borrowable,True,False
OL4996160W,printdisabled,True,False
OL3457964W,printdisabled,True,False
OL4182012W,printdisabled,True,False
OL15790348W,printdisabled,True,False
OL14920191W,printdisabled,True,False
OL21692056W,no_ebook,False,False
OL4080602W,borrowable,True,False
OL7990736W,printdisabled,True,False
OL1673205W,borrowable,True,False
OL3775484W,printdisabled,True,False
OL5236248W,borrowable,True,False
OL3467605W,printdisabled,True,False
OL4092682W,borrowable,True,False
OL111623W,printdisabled,True,False
OL3773956W,printdisabled,True,False
OL21574349W,borrowable,True,False
OL11329114W,borrowable,True,False
OL22535730W,no_ebook,False,False
OL3759090W,borrowable,True,False
OL3498574W,printdisabled,True,False
OL17542361W,printdisabled,True,False
OL3518627W,borrowable,True,False
OL15715739W,printdisabled,True,False
OL8315279W,borrowable,True,False
OL3457969W,printdisabled,True,False
OL15151142W,printdisabled,True,False
OL213274W,borrowable,True,False
OL3759489W,borrowable,True,False
OL3775480W,borrowable,True,False
OL19352053W,printdisabled,True,False
OL17717W,printdisabled,True,False
OL3457679W,printdisabled,True,False
OL17356883W,borrowable,True,False
OL3771074W,printdisabled,True,False
OL5691862W,borrowable,True,False
OL5720027W,borrowable,True,False
OL62979W,public,True,True
OL167347W,printdisabled,True,False
OL3498608W,borrowable,True,False
OL4278173W,borrowable,True,False
OL16915199W,borrowable,True,False
OL3498971W,borrowable,True,False
OL3771237W,printdisabled,True,False
OL3845129W,borrowable,True,False
OL15145531W,borrowable,True,False
OL3759099W,borrowable,True,False
OL11327932W,borrowable,True,False
OL9367872W,borrowable,True,False
OL5688474W,borrowable,True,False
OL4331821W,printdisabled,True,False
OL1855944W,borrowable,True,False
OL15399487W,printdisabled,True,False
OL3771274W,printdisabled,True,False
OL14920253W,borrowable,True,False
OL554613W,borrowable,True,False
OL4787985W,borrowable,True,False
OL16552717W,printdisabled,True,False
OL9195994W,borrowable,True,False
OL5809069W,printdisabled,True,False
OL4215992W,borrowable,True,False
OL4092643W,borrowable,True,False
OL4181974W,printdisabled,True,False
OL1902239W,printdisabled,True,False
OL10530542W,borrowable,True,False
OL555417W,borrowable,True,False
OL1999672W,borrowable,True,False
OL20168471W,no_ebook,False,False
OL2959361W,printdisabled,True,False
OL3771201W,printdisabled,True,False
OL17388303W,printdisabled,True,False
OL8315345W,borrowable,True,False
OL3395308W,printdisabled,True,False
OL15434793W,printdisabled,True,False
OL3754795W,borrowable,True,False
OL7664463W,printdisabled,True,False
OL3457986W,printdisabled,True,False
OL3498584W,printdisabled,True,False
OL15186060W,printdisabled,True,False
OL18170678W,borrowable,True,False
OL8315314W,borrowable,True,False
OL3803114W,printdisabled,True,False
OL16813583W,borrowable,True,False
OL25917284W,no_ebook,False,False
OL5236157W,borrowable,True,False
OL3457857W,printdisabled,True,False
OL16048133W,printdisabled,True,False
OL15010W,borrowable,True,False
OL20512441W,no_ebook,False,False
OL15400457W,borrowable,True,False
OL3457874W,printdisabled,True,False
OL3458053W,printdisabled,True,False
OL15139250W,printdisabled,True,False
OL34568152W,printdisabled,True,False
OL11327725W,borrowable,True,False
OL3845023W,borrowable,True,False
OL3771190W,printdisabled,True,False
OL5730765W,printdisabled,True,False
OL4092555W,borrowable,True,False
OL3771315W,borrowable,True,False
OL24662068W,no_ebook,False,False
OL15684W,printdisabled,True,False
OL21181078W,borrowable,True,False
OL4233134W,printdisabled,True,False
OL3498542W,printdisabled,True,False
OL4580338W,borrowable,True,False
OL3775482W,printdisabled,True,False
OL42611094W,no_ebook,False,False
OL5691872W,printdisabled,True,False
OL5689129W,borrowable,True,False
OL3759340W,printdisabled,True,False
OL15659W,public,True,True
OL15137409W,borrowable,True,False
OL20734329W,printdisabled,True,False
OL3457669W,printdisabled,True,False
OL3770771W,borrowable,True,False
OL111594W,printdisabled,True,False
OL3519312W,borrowable,True,False
OL34341W,borrowable,True,False
OL4181961W,printdisabled,True,False
OL3759178W,printdisabled,True,False
OL152328W,printdisabled,True,False
OL3845133W,borrowable,True,False
OL15187345W,printdisabled,True,False
OL15956589W,printdisabled,True,False
OL554608W,printdisabled,True,False
OL15174764W,printdisabled,True,False
OL24138344W,no_ebook,False,False
OL3770463W,borrowable,True,False
OL5236226W,borrowable,True,False
OL14873597W,borrowable,True,False
OL3458011W,printdisabled,True,False
OL11328453W,borrowable,True,False
OL16793664W,borrowable,True,False
OL5236181W,borrowable,True,False
OL36043513W,no_ebook,False,False
OL15190892W,borrowable,True,False
OL17388216W,printdisabled,True,False
OL5236093W,printdisabled,True,False
OL4092680W,borrowable,True,False
OL27245840W,no_ebook,False,False
OL16033177W,printdisabled,True,False
OL28880495W,no_ebook,False,False
OL3498609W,printdisabled,True,False
OL14862503W,printdisabled,True,False
OL5686859W,printdisabled,True,False
OL20664315W,printdisabled,True,False
OL11327951W,printdisabled,True,False
OL3457887W,printdisabled,True,False
OL15334861W,printdisabled,True,False
OL5720033W,printdisabled,True,False
OL1902487W,printdisabled,True,False
OL15673W,printdisabled,True,False
OL3457649W,printdisabled,True,False
OL3498758W,printdisabled,True,False
OL36371W,public,True,True
OL17797857W,borrowable,True,False
OL3498751W,printdisabled,True,False
OL15334853W,printdisabled,True,False
OL8028189W,borrowable,True,False
OL3467552W,printdisabled,True,False
OL29515951W,borrowable,True,False
OL1822307W,borrowable,True,False
OL3467581W,printdisabled,True,False
OL3981199W,borrowable,True,False
OL3845038W,borrowable,True,False
OL3759231W,borrowable,True,False
OL1833989W,public,True,True
OL2705653W,borrowable,True,False
OL17615537W,no_ebook,False,False
OL10530577W,borrowable,True,False
OL4220892W,borrowable,True,False
OL999519W,borrowable,True,False
OL4580320W,printdisabled,True,False
OL111635W,borrowable,True,False
OL3498587W,printdisabled,True,False
OL5686831W,printdisabled,True,False
OL5100310W,borrowable,True,False
OL19699W,borrowable,True,False
OL3775337W,printdisabled,True,False
OL8161699W,borrowable,True,False
OL137394W,public,True,True
OL15859158W,borrowable,True,False
OL3457707W,printdisabled,True,False
OL3261154W,borrowable,True,False
OL3759419W,borrowable,True,False
OL3771310W,printdisabled,True,False
OL3759097W,printdisabled,True,False
OL11327910W,printdisabled,True,False
OL3931459W,borrowable,True,False
OL921867W,borrowable,True,False
OL4092653W,borrowable,True,False
OL5691864W,printdisabled,True,False
OL5810789W,printdisabled,True,False
OL14906558W,borrowable,True,False
OL17791167W,printdisabled,True,False
OL21572618W,borrowable,True,False
OL3457771W,printdisabled,True,False
OL4955615W,borrowable,True,False
OL27244347W,no_ebook,False,False
OL921915W,borrowable,True,False
OL17390191W,borrowable,True,False
OL100239W,public,True,True
OL5236019W,borrowable,True,False
OL17323489W,borrowable,True,False
OL15715457W,printdisabled,True,False
OL16336633W,borrowable,True,False
OL14920257W,borrowable,True,False
OL15828294W,printdisabled,True,False
OL5809773W,printdisabled,True,False
OL20649786W,borrowable,True,False
OL15565549W,borrowable,True,False
OL5797931W,borrowable,True,False
OL3775494W,printdisabled,True,False
OL16031718W,borrowable,True,False
OL3754906W,borrowable,True,False
OL3754941W,borrowable,True,False
OL71042W,borrowable,True,False
OL8032382W,borrowable,True,False
OL3457760W,printdisabled,True,False
OL3931399W,borrowable,True,False
OL10530592W,borrowable,True,False
OL8315335W,borrowable,True,False
OL3498682W,printdisabled,True,False
OL14726W,printdisabled,True,False
OL3498812W,printdisabled,True,False
OL3498593W,borrowable,True,False
OL14862472W,borrowable,True,False
OL65430W,public,True,True
OL4233123W,printdisabled,True,False
OL3457998W,printdisabled,True,False
OL455305W,public,True,True
OL17798319W,printdisabled,True,False
OL3759284W,printdisabled,True,False
OL2959205W,borrowable,True,False
OL9209935W,borrowable,True,False
OL111570W,borrowable,True,False
OL34113490W,no_ebook,False,False
OL14851678W,public,True,True
OL26942W,printdisabled,True,False
OL11327156W,borrowable,True,False
OL17500293W,borrowable,True,False
OL18014467W,borrowable,True,False
OL17293267W,printdisabled,True,False
OL3759492W,borrowable,True,False
OL17104741W,borrowable,True,False
OL5691879W,printdisabled,True,False
OL460999W,borrowable,True,False
OL5695228W,printdisabled,True,False
OL3498657W,printdisabled,True,False
OL66544W,public,True,True
OL9224683W,printdisabled,True,False
OL3780290W,borrowable,True,False
OL1230613W,borrowable,True,False
OL17432870W,printdisabled,True,False
OL4182018W,printdisabled,True,False
OL36633W,borrowable,True,False
OL36861W,public,True,True
OL111630W,borrowable,True,False
OL1230631W,borrowable,True,False
OL3519268W,printdisabled,True,False
OL17386471W,printdisabled,True,False
OL3754595W,borrowable,True,False
OL15622W,printdisabled,True,False
OL3759384W,borrowable,True,False
OL9482509W,printdisabled,True,False
OL3775490W,printdisabled,True,False
OL3775454W,printdisabled,True,False
OL17606111W,printdisabled,True,False
OL3519254W,printdisabled,True,False
OL34253W,borrowable,True,False
OL4228716W,borrowable,True,False
OL1902224W,printdisabled,True,False
OL3294360W,printdisabled,True,False
OL627084W,borrowable,True,False
OL3845098W,printdisabled,True,False
OL3754528W,borrowable,True,False
OL3457666W,printdisabled,True,False
OL20004819W,printdisabled,True,False
OL167291W,borrowable,True,False
OL134601W,printdisabled,True,False
OL3771239W,printdisabled,True,False
OL34333W,borrowable,True,False
OL25621436W,borrowable,True,False
OL3759342W,printdisabled,True,False
OL16701775W,printdisabled,True,False
OL11762245W,borrowable,True,False
OL3754890W,borrowable,True,False
OL15145780W,borrowable,True,False
OL3457977W,borrowable,True,False
OL14683W,printdisabled,True,False
OL491799W,printdisabled,True,False
OL39349W,public,True,True
OL10530597W,borrowable,True,False
OL3773886W,printdisabled,True,False
OL1003017W,public,True,True
OL22563730W,no_ebook,False,False
OL4084652W,borrowable,True,False
OL5853878W,printdisabled,True,False
OL5366115W,borrowable,True,False
OL3771214W,borrowable,True,False
OL2959193W,borrowable,True,False
OL20416941W,no_ebook,False,False
OL3457755W,borrowable,True,False
OL4278176W,printdisabled,True,False
OL6803139W,borrowable,True,False
OL2656058W,printdisabled,True,False
OL27850288W,no_ebook,False,False
OL3845598W,printdisabled,True,False
OL5837809W,borrowable,True,False
OL15422772W,printdisabled,True,False
OL5821769W,borrowable,True,False
OL24987665W,no_ebook,False,False
OL15134754W,printdisabled,True,False
OL4092668W,public,True,True
OL15171411W,printdisabled,True,False
OL112332W,borrowable,True,False
OL4082444W,borrowable,True,False
OL18173457W,borrowable,True,False
OL8315353W,borrowable,True,False
OL3476069W,borrowable,True,False
OL17057W,borrowable,True,False
OL3457894W,printdisabled,True,False
OL8318455W,printdisabled,True,False
OL5236110W,borrowable,True,False
OL2959355W,borrowable,True,False
OL3458047W,printdisabled,True,False
OL8315277W,borrowable,True,False
OL4221246W,borrowable,True,False
OL471603W,public,True,True
OL24753705W,no_ebook,False,False
OL3498569W,printdisabled,True,False
OL21584106W,borrowable,True,False
OL3759145W,printdisabled,True,False
OL3771267W,printdisabled,True,False
OL17928103W,printdisabled,True,False
OL152321W,printdisabled,True,False
OL3260967W,borrowable,True,False
OL4412095W,printdisabled,True,False
OL3467549W,borrowable,True,False
OL3759334W,borrowable,True,False
OL100050W,borrowable,True,False
OL3294274W,borrowable,True,False
OL3457800W,printdisabled,True,False
OL2252098W,borrowable,True,False
OL2959198W,printdisabled,True,False
OL34342W,borrowable,True,False
OL3770455W,printdisabled,True,False
OL15685W,printdisabled,True,False
OL3453399W,borrowable,True,False
OL5808602W,borrowable,True,False
OL20210369W,no_ebook,False,False
OL3457972W,printdisabled,True,False
OL3771283W,printdisabled,True,False
OL3759456W,borrowable,True,False
OL11327949W,borrowable,True,False
OL4084692W,borrowable,True,False
OL25381140W,no_ebook,False,False
OL8559424W,printdisabled,True,False
OL4055722W,borrowable,True,False
OL9367847W,borrowable,True,False
OL3771299W,printdisabled,True,False
OL3754800W,borrowable,True,False
OL3770769W,borrowable,True,False
OL7133447W,borrowable,True,False
OL1860315W,printdisabled,True,False
OL3773936W,printdisabled,True,False
OL16032364W,borrowable,True,False
OL15842618W,printdisabled,True,False
OL16454963W,printdisabled,True,False
OL17541036W,printdisabled,True,False
OL25920096W,no_ebook,False,False
OL175368W,printdisabled,True,False
OL4233168W,printdisabled,True,False
OL3519308W,printdisabled,True,False
OL3476053W,printdisabled,True,False
OL54031W,public,True,True
OL3845574W,printdisabled,True,False
OL953162W,borrowable,True,False
OL17478516W,printdisabled,True,False
OL15398007W,printdisabled,True,False
OL21498418W,borrowable,True,False
OL810243W,printdisabled,True,False
OL111428W,borrowable,True,False
OL3845130W,borrowable,True,False
OL17306213W,printdisabled,True,False
OL3771278W,borrowable,True,False
OL3294391W,printdisabled,True,False
OL3458041W,printdisabled,True,False
OL4440552W,borrowable,True,False
OL111500W,borrowable,True,False
OL5589322W,borrowable,True,False
OL1902447W,printdisabled,True,False
OL20883297W,no_ebook,False,False
OL4220889W,borrowable,True,False
OL111575W,printdisabled,True,False
OL17900212W,borrowable,True,False
OL3457938W,borrowable,True,False
OL111433W,borrowable,True,False
OL27916409W,no_ebook,False,False
OL111544W,borrowable,True,False
OL8125819W,printdisabled,True,False
OL3931421W,borrowable,True,False
OL5691867W,printdisabled,True,False
OL10451074W,borrowable,True,False
OL5808604W,printdisabled,True,False
OL461007W,borrowable,True,False
OL17396104W,printdisabled,True,False
OL15140020W,printdisabled,True,False
OL3294281W,printdisabled,True,False
OL16041952W,borrowable,True,False
OL3294302W,printdisabled,True,False
OL2705666W,borrowable,True,False
OL4689744W,printdisabled,True,False
OL8366001W,borrowable,True,False
OL3771264W,borrowable,True,False
OL1388028W,printdisabled,True,False
OL4052076W,borrowable,True,False
OL17421165W,printdisabled,True,False
OL3759341W,printdisabled,True,False
OL276386W,public,True,True
OL15691389W,borrowable,True,False
OL3759470W,borrowable,True,False
OL3519317W,borrowable,True,False
OL98501W,public,True,True
OL15175357W,printdisabled,True,False
OL3759242W,printdisabled,True,False
OL4356940W,borrowable,True,False
OL4220886W,borrowable,True,False
OL5236089W,borrowable,True,False
OL482575W,printdisabled,True,False
OL17974590W,printdisabled,True,False
OL36090166W,printdisabled,True,False
OL28681709W,no_ebook,False,False
OL14857623W,borrowable,True,False
OL14862506W,borrowable,True,False
OL3519326W,borrowable,True,False
OL5762087W,borrowable,True,False
OL5686809W,printdisabled,True,False
OL5691884W,printdisabled,True,False
OL5686917W,printdisabled,True,False
OL3775474W,printdisabled,True,False
OL41078W,public,True,True
OL17221584W,borrowable,True,False
OL17415853W,printdisabled,True,False
OL111479W,borrowable,True,False
OL16083359W,borrowable,True,False
OL3467540W,borrowable,True,False
OL3845643W,printdisabled,True,False
OL19979127W,printdisabled,True,False
OL36042699W,no_ebook,False,False
OL3294348W,printdisabled,True,False
OL27297240W,no_ebook,False,False
OL471990W,borrowable,True,False
OL2959228W,borrowable,True,False
OL24217909W,no_ebook,False,False
OL16305787W,borrowable,True,False
OL5686862W,printdisabled,True,False
OL3759329W,printdisabled,True,False
OL5810798W,printdisabled,True,False
OL17846368W,borrowable,True,False
OL21548993W,borrowable,True,False
OL52114W,public,True,True
OL3775472W,printdisabled,True,False
OL24457490W,no_ebook,False,False
OL213267W,borrowable,True,False
OL9224719W,borrowable,True,False
OL167281W,borrowable,True,False
OL9224690W,printdisabled,True,False
OL5695227W,printdisabled,True,False
OL16587257W,printdisabled,True,False
OL19800269W,printdisabled,True,False
OL8488804W,borrowable,True,False
OL4412079W,borrowable,True,False
OL28454346W,no_ebook,False,False
OL3771222W,printdisabled,True,False
OL3498738W,printdisabled,True,False
OL5686921W,printdisabled,True,False
OL2959266W,borrowable,True,False
OL20667571W,no_ebook,False,False
OL554612W,printdisabled,True,False
OL4056407W,printdisabled,True,False
OL5696197W,printdisabled,True,False
OL3770775W,borrowable,True,False
OL4331836W,printdisabled,True,False
OL111418W,borrowable,True,False
OL16057432W,borrowable,True,False
OL111457W,borrowable,True,False
OL3770485W,borrowable,True,False
OL5236088W,borrowable,True,False
OL3759170W,printdisabled,True,False
OL21854790W,borrowable,True,False
OL3759382W,printdisabled,True,False
OL3498667W,printdisabled,True,False
OL1708330W,borrowable,True,False
OL3770476W,borrowable,True,False
OL4233114W,printdisabled,True,False
OL20853227W,no_ebook,False,False
OL2959215W,printdisabled,True,False
OL4689771W,printdisabled,True,False
OL3457644W,printdisabled,True,False
OL11277282W,borrowable,True,False
OL15436932W,borrowable,True,False
OL17519668W,printdisabled,True,False
OL17439529W,printdisabled,True,False
OL1822309W,borrowable,True,False
OL3908277W,printdisabled,True,False
OL3759115W,printdisabled,True,False
OL5690877W,printdisabled,True,False
OL3845577W,printdisabled,True,False
OL15687W,printdisabled,True,False
OL32504514W,no_ebook,False,False
OL17426791W,borrowable,True,False
OL134699W,borrowable,True,False
OL4220891W,borrowable,True,False
OL4278228W,borrowable,True,False
OL35923530W,no_ebook,False,False
OL11327963W,printdisabled,True,False
OL3475959W,printdisabled,True,False
OL2959332W,printdisabled,True,False
OL4273173W,printdisabled,True,False
OL3845003W,printdisabled,True,False
OL4412082W,printdisabled,True,False
OL2705652W,borrowable,True,False
OL4228757W,borrowable,True,False
OL111426W,borrowable,True,False
OL5236152W,borrowable,True,False
OL3519301W,borrowable,True,False
OL8315344W,borrowable,True,False
OL15143237W,printdisabled,True,False
OL7133453W,borrowable,True,False
OL3457814W,borrowable,True,False
OL27701041W,borrowable,True,False
OL3771235W,borrowable,True,False
OL8032353W,printdisabled,True,False
OL82360W,printdisabled,True,False
OL20537509W,no_ebook,False,False
OL15740111W,printdisabled,True,False
OL19968136W,printdisabled,True,False
OL16471161W,printdisabled,True,False
OL21582802W,borrowable,True,False
OL5236106W,printdisabled,True,False
OL8029485W,printdisabled,True,False
OL21598762W,borrowable,True,False
OL4689788W,printdisabled,True,False
OL3759078W,borrowable,True,False
OL17795942W,printdisabled,True,False
OL16053063W,borrowable,True,False
OL274910W,printdisabled,True,False
OL3498790W,borrowable,True,False
OL3458058W,printdisabled,True,False
OL20168339W,no_ebook,False,False
OL5100324W,borrowable,True,False
OL3931412W,borrowable,True,False
OL5729825W,printdisabled,True,False
OL3775427W,printdisabled,True,False
OL4440539W,borrowable,True,False
OL4278297W,printdisabled,True,False
OL3773917W,printdisabled,True,False
OL3771067W,printdisabled,True,False
OL4092521W,borrowable,True,False
OL15450151W,public,True,True
OL6101936W,public,True,True
OL18160561W,printdisabled,True,False
OL4221187W,printdisabled,True,False
OL7999006W,borrowable,True,False
OL20797746W,no_ebook,False,False
OL895248W,printdisabled,True,False
OL1902272W,unclassified,False,False
OL3803123W,printdisabled,True,False
OL1902314W,printdisabled,True,False
OL3759344W,borrowable,True,False
OL3775446W,printdisabled,True,False
OL29167139W,no_ebook,False,False
OL9156412W,printdisabled,True,False
OL9359757W,borrowable,True,False
OL3457739W,printdisabled,True,False
OL4092664W,borrowable,True,False
OL11019378W,printdisabled,True,False
OL3908261W,printdisabled,True,False
OL8365967W,public,True,True
OL112320W,printdisabled,True,False
OL3771113W,printdisabled,True,False
OL3476058W,borrowable,True,False
OL1911602W,printdisabled,True,False
OL5804892W,printdisabled,True,False
OL3771168W,printdisabled,True,False
OL3773965W,printdisabled,True,False
OL4221232W,printdisabled,True,False
OL26087369W,no_ebook,False,False
OL15827652W,borrowable,True,False
OL9162966W,printdisabled,True,False
OL3759140W,printdisabled,True,False
OL3771123W,borrowable,True,False
OL3759417W,borrowable,True,False
OL8030168W,printdisabled,True,False
OL167328W,borrowable,True,False
OL21735307W,printdisabled,True,False
OL17387284W,printdisabled,True,False
OL5695715W,borrowable,True,False
OL228702W,borrowable,True,False
OL4092655W,borrowable,True,False
OL156401W,printdisabled,True,False
OL38128674W,no_ebook,False,False
OL4787957W,borrowable,True,False
OL15678286W,borrowable,True,False
OL9767580W,borrowable,True,False
OL17436749W,borrowable,True,False
OL5236087W,printdisabled,True,False
OL3294271W,printdisabled,True,False
OL9468089W,borrowable,True,False
OL15660W,printdisabled,True,False
OL11277266W,printdisabled,True,False
OL4233141W,printdisabled,True,False
OL5682781W,printdisabled,True,False
OL8030158W,printdisabled,True,False
OL3845010W,printdisabled,True,False
OL16042101W,printdisabled,True,False
OL5945663W,borrowable,True,False
OL4689746W,printdisabled,True,False
OL3467574W,printdisabled,True,False
OL4107886W,borrowable,True,False
OL3803166W,printdisabled,True,False
OL2959289W,borrowable,True,False
OL137222W,borrowable,True,False
OL7990759W,printdisabled,True,False
OL167351W,borrowable,True,False
OL3759484W,borrowable,True,False
OL3498737W,printdisabled,True,False
OL1902362W,printdisabled,True,False
OL17339151W,printdisabled,True,False
OL3507309W,borrowable,True,False
OL3498684W,printdisabled,True,False
OL15134753W,printdisabled,True,False
OL19737591W,printdisabled,True,False
OL15518787W,printdisabled,True,False
OL278356W,printdisabled,True,False
OL9367792W,printdisabled,True,False
OL3775382W,printdisabled,True,False
OL503666W,public,True,True
OL8315321W,borrowable,True,False
OL14851667W,borrowable,True,False
OL5686815W,printdisabled,True,False
OL3759048W,printdisabled,True,False
OL5809039W,borrowable,True,False
OL18180843W,borrowable,True,False
OL5695976W,printdisabled,True,False
OL810184W,printdisabled,True,False
OL1961526W,printdisabled,True,False
OL137082W,borrowable,True,False
OL3775500W,printdisabled,True,False
OL4221196W,printdisabled,True,False
OL471940W,public,True,True
OL3475995W,printdisabled,True,False
OL14654W,borrowable,True,False
OL3759436W,borrowable,True,False
OL4961700W,borrowable,True,False
OL2818303W,borrowable,True,False
OL15646W,printdisabled,True,False
OL15170036W,printdisabled,True,False
OL4623643W,borrowable,True,False
OL19748577W,no_ebook,False,False
OL11277326W,borrowable,True,False
OL21559004W,printdisabled,True,False
OL3574739W,borrowable,True,False
OL4331831W,printdisabled,True,False
OL15671W,printdisabled,True,False
OL16821265W,borrowable,True,False
OL15610W,printdisabled,True,False
OL468362W,public,True,True
OL5888035W,printdisabled,True,False
OL17386768W,printdisabled,True,False
OL3457835W,printdisabled,True,False
OL3754828W,borrowable,True,False
OL17796171W,borrowable,True,False
OL111631W,borrowable,True,False
OL7133446W,borrowable,True,False
OL15425685W,borrowable,True,False
OL19977306W,printdisabled,True,False
OL4472977W,borrowable,True,False
OL37855093W,no_ebook,False,False
OL21455595W,borrowable,True,False
OL4056511W,printdisabled,True,False
OL3498550W,printdisabled,True,False
OL20651958W,no_ebook,False,False
OL4141667W,borrowable,True,False
OL100046W,borrowable,True,False
OL3457796W,printdisabled,True,False
OL6286625W,borrowable,True,False
OL3458002W,printdisabled,True,False
OL3498604W,printdisabled,True,False
OL16772679W,printdisabled,True,False
OL35345999W,no_ebook,False,False
OL5686810W,printdisabled,True,False
OL1902490W,printdisabled,True,False
OL15859891W,borrowable,True,False
OL1518582W,printdisabled,True,False
OL4233117W,borrowable,True,False
OL5686947W,borrowable,True,False
OL3458059W,printdisabled,True,False
OL3775331W,printdisabled,True,False
OL213241W,borrowable,True,False
OL4141645W,borrowable,True,False
OL17203232W,printdisabled,True,False
OL3931519W,borrowable,True,False
OL25960185W,no_ebook,False,False
OL3754821W,borrowable,True,False
OL9482485W,borrowable,True,False
OL4720160W,borrowable,True,False
OL17976969W,borrowable,True,False
OL22518674W,no_ebook,False,False
OL11328048W,borrowable,True,False
OL17393790W,printdisabled,True,False
OL14862450W,borrowable,True,False
OL16825084W,borrowable,True,False
OL3773931W,printdisabled,True,False
OL27731687W,no_ebook,False,False
OL4141646W,borrowable,True,False
OL15395162W,borrowable,True,False
OL11328191W,borrowable,True,False
OL4279465W,printdisabled,True,False
OL3457914W,printdisabled,True,False
OL1902212W,printdisabled,True,False
OL34811234W,no_ebook,False,False
OL16732132W,printdisabled,True,False
OL5810753W,printdisabled,True,False
OL8586880W,borrowable,True,False
OL3395300W,printdisabled,True,False
OL10530571W,borrowable,True,False
OL20014818W,printdisabled,True,False
OL82374W,printdisabled,True,False
OL17716024W,borrowable,True,False
OL3773939W,borrowable,True,False
OL5683000W,printdisabled,True,False
OL4331825W,printdisabled,True,False
OL3467482W,printdisabled,True,False
OL5695687W,printdisabled,True,False
OL5689124W,borrowable,True,False
OL3261153W,borrowable,True,False
OL2959272W,printdisabled,True,False
OL4143088W,borrowable,True,False
OL468485W,borrowable,True,False
OL3775306W,printdisabled,True,False
OL2469479W,printdisabled,True,False
OL5691878W,printdisabled,True,False
OL3771216W,borrowable,True,False
